"term","sentiment"
"choking","-58.823529"
"chuckle","50"
"chuckled","35.294118"
"chucklehead","-55.882353"
"chuckleheaded","-38.235294"
"chuckleheads","-32.352941"
"chuckler","23.529412"
"chucklers","35.294118"
"chuckles","32.352941"
"chucklesome","32.352941"
"chuckling","41.176471"
"chucklingly","35.294118"
"clarifies","26.470588"
"clarity","50"
"classy","55.882353"
"clean","50"
"cleaner","20.588235"
"clear","47.058824"
"cleared","11.764706"
"clearly","50"
"clears","8.823529"
"clever","58.823529"
"cleverer","58.823529"
"cleverest","76.470588"
"cleverish","29.411765"
"cleverly","67.647059"
"cleverness","67.647059"
"clevernesses","41.176471"
"clouded","-5.882353"
"clueless","-44.117647"
"cock","-17.647059"
"cocksucker","-91.176471"
"cocksuckers","-76.470588"
"cocky","-14.705882"
"coerced","-44.117647"
"collapse","-64.705882"
"collapsed","-32.352941"
"collapses","-35.294118"
"collapsing","-35.294118"
"collide","-8.823529"
"collides","-32.352941"
"colliding","-14.705882"
"collision","-44.117647"
"collisions","-32.352941"
"colluding","-35.294118"
"combat","-41.176471"
"combats","-23.529412"
"comedian","47.058824"
"comedians","35.294118"
"comedic","50"
"comedically","61.764706"
"comedienne","17.647059"
"comediennes","47.058824"
"comedies","50"
"comedo","8.823529"
"comedones","-23.529412"
"comedown","-23.529412"
"comedowns","-26.470588"
"comedy","44.117647"
"comfort","44.117647"
"comfortable","67.647059"
"comfortableness","38.235294"
"comfortably","52.941176"
"comforted","52.941176"
"comforter","55.882353"
"comforters","35.294118"
"comforting","50"
"comfortingly","50"
"comfortless","-52.941176"
"comforts","61.764706"
"commend","55.882353"
"commended","55.882353"
"commit","35.294118"
"commitment","47.058824"
"commitments","14.705882"
"commits","2.941176"
"committed","32.352941"
"committing","8.823529"
"compassion","58.823529"
"compassionate","64.705882"
"compassionated","47.058824"
"compassionately","50"
"compassionateness","26.470588"
"compassionates","47.058824"
"compassionating","47.058824"
"compassionless","-76.470588"
"compelled","5.882353"
"compelling","26.470588"
"competent","38.235294"
"competitive","20.588235"
"complacent","-8.823529"
"complain","-44.117647"
"complainant","-20.588235"
"complainants","-32.352941"
"complained","-50"
"complainer","-52.941176"
"complainers","-38.235294"
"complaining","-23.529412"
"complainingly","-50"
"complains","-47.058824"
"complaint","-35.294118"
"complaints","-50"
"compliment","61.764706"
"complimentarily","50"
"complimentary","55.882353"
"complimented","52.941176"
"complimenting","67.647059"
"compliments","50"
"comprehensive","29.411765"
"conciliate","29.411765"
"conciliated","32.352941"
"conciliates","32.352941"
"conciliating","38.235294"
"condemn","-47.058824"
"condemnation","-82.352941"
"condemned","-55.882353"
"condemns","-67.647059"
"confidence","67.647059"
"confident","64.705882"
"confidently","61.764706"
"conflict","-38.235294"
"conflicting","-50"
"conflictive","-52.941176"
"conflicts","-47.058824"
"confront","-20.588235"
"confrontation","-38.235294"
"confrontational","-47.058824"
"confrontationist","-29.411765"
"confrontationists","-35.294118"
"confrontations","-44.117647"
"confronted","-23.529412"
"confronter","-8.823529"
"confronters","-38.235294"
"confronting","-17.647059"
"confronts","-26.470588"
"confuse","-26.470588"
"confused","-38.235294"
"confusedly","-17.647059"
"confusedness","-44.117647"
"confuses","-38.235294"
"confusing","-26.470588"
"confusingly","-41.176471"
"confusion","-35.294118"
"confusional","-35.294118"
"confusions","-26.470588"
"congrats","70.588235"
"congratulate","64.705882"
"congratulation","85.294118"
"congratulations","85.294118"
"consent","26.470588"
"consents","29.411765"
"considerate","55.882353"
"consolable","32.352941"
"conspiracy","-70.588235"
"constrained","-11.764706"
"contagion","-58.823529"
"contagions","-44.117647"
"contagious","-41.176471"
"contempt","-82.352941"
"contemptibilities","-58.823529"
"contemptibility","-26.470588"
"contemptible","-47.058824"
"contemptibleness","-55.882353"
"contemptibly","-41.176471"
"contempts","-29.411765"
"contemptuous","-64.705882"
"contemptuously","-70.588235"
"contemptuousness","-32.352941"
"contend","5.882353"
"contender","14.705882"
"contented","41.176471"
"contentedly","55.882353"
"contentedness","41.176471"
"contentious","-35.294118"
"contentment","44.117647"
"contestable","17.647059"
"contradict","-38.235294"
"contradictable","-29.411765"
"contradicted","-38.235294"
"contradicting","-38.235294"
"contradiction","-29.411765"
"contradictions","-38.235294"
"contradictious","-55.882353"
"contradictor","-29.411765"
"contradictories","-14.705882"
"contradictorily","-26.470588"
"contradictoriness","-41.176471"
"contradictors","-47.058824"
"contradictory","-41.176471"
"contradicts","-41.176471"
"controversial","-23.529412"
"controversially","-32.352941"
"convince","29.411765"
"convinced","50"
"convincer","17.647059"
"convincers","8.823529"
"convinces","20.588235"
"convincing","50"
"convincingly","47.058824"
"convincingness","20.588235"
"convivial","35.294118"
"cool","38.235294"
"cornered","-32.352941"
"corpse","-79.411765"
"costly","-11.764706"
"courage","64.705882"
"courageous","70.588235"
"courageously","67.647059"
"courageousness","61.764706"
"courteous","67.647059"
"courtesy","44.117647"
"cover-up","-35.294118"
"coward","-58.823529"
"cowardly","-47.058824"
"coziness","44.117647"
"cramp","-23.529412"
"crap","-47.058824"
"crappy","-76.470588"
"crash","-50"
"craze","-17.647059"
"crazed","-14.705882"
"crazes","5.882353"
"crazier","-2.941176"
"craziest","-5.882353"
"crazily","-44.117647"
"craziness","-47.058824"
"crazinesses","-29.411765"
"crazing","-14.705882"
"crazy","-41.176471"
"crazyweed","23.529412"
"create","32.352941"
"created","29.411765"
"creates","32.352941"
"creatin","2.941176"
"creatine","5.882353"
"creating","35.294118"
"creatinine","11.764706"
"creation","32.352941"
"creationism","20.588235"
"creationisms","32.352941"
"creationist","23.529412"
"creationists","14.705882"
"creations","47.058824"
"creative","55.882353"
"creatively","44.117647"
"creativeness","52.941176"
"creativities","50"
"creativity","47.058824"
"credit","47.058824"
"creditabilities","41.176471"
"creditability","55.882353"
"creditable","52.941176"
"creditableness","35.294118"
"creditably","50"
"credited","44.117647"
"crediting","17.647059"
"creditor","-2.941176"
"credits","44.117647"
"creditworthiness","55.882353"
"creditworthy","70.588235"
"crestfallen","-73.529412"
"cried","-47.058824"
"cries","-50"
"crime","-73.529412"
"criminal","-70.588235"
"criminals","-79.411765"
"crisis","-91.176471"
"critic","-32.352941"
"critical","-38.235294"
"criticise","-55.882353"
"criticised","-52.941176"
"criticises","-38.235294"
"criticising","-50"
"criticism","-55.882353"
"criticisms","-26.470588"
"criticizable","-29.411765"
"criticize","-47.058824"
"criticized","-44.117647"
"criticizer","-44.117647"
"criticizers","-47.058824"
"criticizes","-41.176471"
"criticizing","-44.117647"
"critics","-35.294118"
"crude","-79.411765"
"crudely","-35.294118"
"crudeness","-58.823529"
"crudenesses","-58.823529"
"cruder","-58.823529"
"crudes","-32.352941"
"crudest","-70.588235"
"cruel","-82.352941"
"crueler","-67.647059"
"cruelest","-76.470588"
"crueller","-70.588235"
"cruellest","-85.294118"
"cruelly","-82.352941"
"cruelness","-85.294118"
"cruelties","-67.647059"
"cruelty","-85.294118"
"crush","-17.647059"
"crushed","-52.941176"
"crushes","-55.882353"
"crushing","-44.117647"
"cry","-61.764706"
"crying","-61.764706"
"cunt","-64.705882"
"cunts","-85.294118"
"curious","38.235294"
"curse","-73.529412"
"cut","-32.352941"
"cute","58.823529"
"cutely","38.235294"
"cuteness","67.647059"
"cutenesses","55.882353"
"cuter","67.647059"
"cutes","52.941176"
"cutesie","29.411765"
"cutesier","44.117647"
"cutesiest","64.705882"
"cutest","82.352941"
"cutesy","61.764706"
"cutey","61.764706"
"cuteys","44.117647"
"cutie","44.117647"
"cutiepie","58.823529"
"cuties","64.705882"
"cuts","-35.294118"
"cutting","-14.705882"
"cwot","-67.647059"
"cynic","-41.176471"
"cynical","-47.058824"
"cynically","-38.235294"
"cynicism","-50"
"cynicisms","-50"
"cynics","-8.823529"
"d-':","-73.529412"
"d-:","47.058824"
"d:","-25"
"d:<","-94.117647"
"d;","-85.294118"
"d=","-22.058824"
"d8","-94.117647"
"damage","-64.705882"
"damaged","-55.882353"
"damager","-55.882353"
"damagers","-58.823529"
"damages","-55.882353"
"damaging","-67.647059"
"damagingly","-58.823529"
"damn","-50"
"damnable","-50"
"damnableness","-52.941176"
"damnably","-50"
"damnation","-76.470588"
"damnations","-41.176471"
"damnatory","-76.470588"
"damned","-47.058824"
"damnedest","-14.705882"
"damnified","-82.352941"
"damnifies","-52.941176"
"damnify","-64.705882"
"damnifying","-70.588235"
"damning","-41.176471"
"damningly","-58.823529"
"damnit","-70.588235"
"damns","-64.705882"
"danger","-70.588235"
"dangered","-70.588235"
"dangering","-73.529412"
"dangerous","-61.764706"
"dangerously","-58.823529"
"dangerousness","-58.823529"
"dangers","-64.705882"
"daredevil","14.705882"
"daring","44.117647"
"daringly","61.764706"
"daringness","41.176471"
"darings","11.764706"
"darkest","-64.705882"
"darkness","-29.411765"
"darling","82.352941"
"darlingly","47.058824"
"darlingness","67.647059"
"darlings","64.705882"
"dauntless","67.647059"
"daze","-20.588235"
"dazed","-20.588235"
"dazedly","-11.764706"
"dazedness","-14.705882"
"dazes","-8.823529"
"dead","-97.058824"
"deadlock","-41.176471"
"deafening","-35.294118"
"dear","47.058824"
"dearer","55.882353"
"dearest","76.470588"
"dearie","64.705882"
"dearies","29.411765"
"dearly","52.941176"
"dearness","58.823529"
"dears","55.882353"
"dearth","-67.647059"
"dearths","-26.470588"
"deary","55.882353"
"death","-85.294118"
"debonair","23.529412"
"debt","-44.117647"
"decay","-50"
"decayed","-47.058824"
"decayer","-47.058824"
"decayers","-47.058824"
"decaying","-50"
"decays","-50"
"deceit","-58.823529"
"deceitful","-55.882353"
"deceive","-50"
"deceived","-55.882353"
"deceives","-47.058824"
"deceiving","-41.176471"
"deception","-55.882353"
"decisive","26.470588"
"dedicated","58.823529"
"defeat","-58.823529"
"defeated","-61.764706"
"defeater","-41.176471"
"defeaters","-26.470588"
"defeating","-47.058824"
"defeatism","-38.235294"
"defeatist","-50"
"defeatists","-61.764706"
"defeats","-38.235294"
"defeature","-55.882353"
"defeatures","-44.117647"
"defect","-41.176471"
"defected","-50"
"defecting","-52.941176"
"defection","-41.176471"
"defections","-44.117647"
"defective","-55.882353"
"defectively","-61.764706"
"defectiveness","-52.941176"
"defectives","-52.941176"
"defector","-55.882353"
"defectors","-38.235294"
"defects","-50"
"defence","11.764706"
"defenceman","11.764706"
"defencemen","17.647059"
"defences","-5.882353"
"defender","11.764706"
"defenders","8.823529"
"defense","14.705882"
"defenseless","-41.176471"
"defenselessly","-32.352941"
"defenselessness","-38.235294"
"defenseman","2.941176"
"defensemen","-11.764706"
"defenses","20.588235"
"defensibility","11.764706"
"defensible","23.529412"
"defensibly","2.941176"
"defensive","2.941176"
"defensively","-17.647059"
"defensiveness","-11.764706"
"defensives","-8.823529"
"defer","-35.294118"
"deferring","-20.588235"
"defiant","-26.470588"
"deficit","-50"
"definite","32.352941"
"definitely","50"
"degradable","-29.411765"
"degradation","-70.588235"
"degradations","-44.117647"
"degradative","-58.823529"
"degrade","-55.882353"
"degraded","-52.941176"
"degrader","-58.823529"
"degraders","-58.823529"
"degrades","-61.764706"
"degrading","-82.352941"
"degradingly","-79.411765"
"dehumanize","-52.941176"
"dehumanized","-55.882353"
"dehumanizes","-44.117647"
"dehumanizing","-70.588235"
"deject","-64.705882"
"dejected","-64.705882"
"dejecting","-67.647059"
"dejects","-58.823529"
"delay","-38.235294"
"delayed","-26.470588"
"delectable","85.294118"
"delectables","41.176471"
"delectably","82.352941"
"delicate","5.882353"
"delicately","29.411765"
"delicates","17.647059"
"delicatessen","11.764706"
"delicatessens","11.764706"
"delicious","79.411765"
"deliciously","55.882353"
"deliciousness","52.941176"
"delight","85.294118"
"delighted","67.647059"
"delightedly","70.588235"
"delightedness","61.764706"
"delighter","58.823529"
"delighters","76.470588"
"delightful","82.352941"
"delightfully","79.411765"
"delightfulness","61.764706"
"delighting","47.058824"
"delights","58.823529"
"delightsome","67.647059"
"demand","-14.705882"
"demanded","-26.470588"
"demanding","-26.470588"
"demonstration","11.764706"
"demoralized","-47.058824"
"denied","-55.882353"
"denier","-44.117647"
"deniers","-32.352941"
"denies","-52.941176"
"denounce","-41.176471"
"denounces","-55.882353"
"deny","-41.176471"
"denying","-41.176471"
"depress","-64.705882"
"depressant","-47.058824"
"depressants","-47.058824"
"depressed","-67.647059"
"depresses","-64.705882"
"depressible","-50"
"depressing","-47.058824"
"depressingly","-67.647059"
"depression","-79.411765"
"depressions","-64.705882"
"depressive","-47.058824"
"depressively","-61.764706"
"depressives","-44.117647"
"depressor","-52.941176"
"depressors","-50"
"depressurization","-8.823529"
"depressurizations","-11.764706"
"depressurize","-14.705882"
"depressurized","-8.823529"
"depressurizes","-8.823529"
"depressurizing","-20.588235"
"deprival","-61.764706"
"deprivals","-35.294118"
"deprivation","-52.941176"
"deprivations","-52.941176"
"deprive","-61.764706"
"deprived","-61.764706"
"depriver","-47.058824"
"deprivers","-41.176471"
"deprives","-50"
"depriving","-58.823529"
"derail","-35.294118"
"derailed","-41.176471"
"derails","-38.235294"
"deride","-32.352941"
"derided","-23.529412"
"derides","-29.411765"
"deriding","-44.117647"
"derision","-35.294118"
"desirable","38.235294"
"desire","50"
"desired","32.352941"
"desirous","38.235294"
"despair","-38.235294"
"despaired","-79.411765"
"despairer","-38.235294"
"despairers","-38.235294"
"despairing","-67.647059"
"despairingly","-64.705882"
"despairs","-79.411765"
"desperate","-38.235294"
"desperately","-47.058824"
"desperateness","-44.117647"
"desperation","-58.823529"
"desperations","-64.705882"
"despise","-41.176471"
"despised","-50"
"despisement","-70.588235"
"despisements","-73.529412"
"despiser","-52.941176"
"despisers","-47.058824"
"despises","-58.823529"
"despising","-79.411765"
"despondent","-61.764706"
"destroy","-73.529412"
"destroyed","-64.705882"
"destroyer","-58.823529"
"destroyers","-67.647059"
"destroying","-76.470588"
"destroys","-76.470588"
"destruct","-70.588235"
"destructed","-55.882353"
"destructibility","-52.941176"
"destructible","-44.117647"
"destructing","-73.529412"
"destruction","-79.411765"
"destructionist","-76.470588"
"destructionists","-61.764706"
"destructions","-67.647059"
"destructive","-88.235294"
"destructively","-70.588235"
"destructiveness","-70.588235"
"destructivity","-64.705882"
"destructs","-70.588235"
"detached","-14.705882"
"detain","-52.941176"
"detained","-50"
"detention","-44.117647"
"determinable","26.470588"
"determinableness","5.882353"
"determinably","26.470588"
"determinacy","29.411765"
"determinant","5.882353"
"determinantal","-8.823529"
"determinate","23.529412"
"determinately","35.294118"
"determinateness","32.352941"
"determination","50"
"determinations","23.529412"
"determinative","32.352941"
"determinatives","26.470588"
"determinator","32.352941"
"determined","41.176471"
"devastate","-91.176471"
"devastated","-88.235294"
"devastates","-82.352941"
"devastating","-97.058824"
"devastatingly","-70.588235"
"devastation","-52.941176"
"devastations","-55.882353"
"devastative","-94.117647"
"devastator","-82.352941"
"devastators","-85.294118"
"devil","-100"
"deviled","-47.058824"
"devilfish","-23.529412"
"devilfishes","-17.647059"
"deviling","-64.705882"
"devilish","-61.764706"
"devilishly","-47.058824"
"devilishness","-67.647059"
"devilkin","-70.588235"
"devilled","-67.647059"
"devilling","-52.941176"
"devilment","-55.882353"
"devilments","-32.352941"
"devilries","-47.058824"
"devilry","-82.352941"
"devils","-79.411765"
"deviltries","-44.117647"
"deviltry","-82.352941"
"devilwood","-23.529412"
"devilwoods","-29.411765"
"devote","41.176471"
"devoted","50"
"devotedly","47.058824"
"devotedness","58.823529"
"devotee","47.058824"
"devotees","14.705882"
"devotement","44.117647"
"devotements","32.352941"
"devotes","47.058824"
"devoting","61.764706"
"devotion","58.823529"
"devotional","35.294118"
"devotionally","64.705882"
"devotionals","35.294118"
"devotions","52.941176"
"diamond","41.176471"
"dick","-67.647059"
"dickhead","-91.176471"
"die","-85.294118"
"died","-76.470588"
"difficult","-44.117647"
"difficulties","-35.294118"
"difficultly","-50"
"difficulty","-41.176471"
"diffident","-29.411765"
"dignified","64.705882"
"dignifies","58.823529"
"dignify","52.941176"
"dignifying","61.764706"
"dignitaries","17.647059"
"dignitary","55.882353"
"dignities","41.176471"
"dignity","50"
"dilemma","-20.588235"
"dipshit","-61.764706"
"dire","-58.823529"
"direful","-91.176471"
"dirt","-41.176471"
"dirtier","-41.176471"
"dirtiest","-70.588235"
"dirty","-55.882353"
"disabling","-61.764706"
"disadvantage","-52.941176"
"disadvantaged","-50"
"disadvantageous","-52.941176"
"disadvantageously","-61.764706"
"disadvantageousness","-47.058824"
"disadvantages","-50"
"disagree","-47.058824"
"disagreeable","-50"
"disagreeableness","-50"
"disagreeablenesses","-55.882353"
"disagreeably","-44.117647"
"disagreed","-38.235294"
"disagreeing","-41.176471"
"disagreement","-44.117647"
"disagreements","-52.941176"
"disagrees","-38.235294"
"disappear","-26.470588"
"disappeared","-26.470588"
"disappears","-41.176471"
"disappoint","-50"
"disappointed","-61.764706"
"disappointedly","-50"
"disappointing","-64.705882"
"disappointingly","-55.882353"
"disappointment","-67.647059"
"disappointments","-58.823529"
"disappoints","-47.058824"
"disaster","-91.176471"
"disasters","-76.470588"
"disastrous","-85.294118"
"disbelieve","-35.294118"
"discard","-29.411765"
"discarded","-41.176471"
"discarding","-20.588235"
"discards","-29.411765"
"discomfort","-52.941176"
"discomfortable","-47.058824"
"discomforted","-47.058824"
"discomforting","-47.058824"
"discomforts","-38.235294"
"disconsolate","-67.647059"
"disconsolation","-50"
"discontented","-52.941176"
"discord","-50"
"discounted","5.882353"
"discourage","-52.941176"
"discourageable","-35.294118"
"discouraged","-50"
"discouragement","-58.823529"
"discouragements","-52.941176"
"discourager","-50"
"discouragers","-55.882353"
"discourages","-55.882353"
"discouraging","-55.882353"
"discouragingly","-52.941176"
"discredited","-55.882353"
"disdain","-61.764706"
"disgrace","-64.705882"
"disgraced","-58.823529"
"disguise","-29.411765"
"disguised","-32.352941"
"disguises","-29.411765"
"disguising","-38.235294"
"disgust","-85.294118"
"disgusted","-70.588235"
"disgustedly","-88.235294"
"disgustful","-76.470588"
"disgusting","-70.588235"
"disgustingly","-85.294118"
"disgusts","-61.764706"
"dishearten","-58.823529"
"disheartened","-64.705882"
"disheartening","-52.941176"
"dishearteningly","-58.823529"
"disheartenment","-67.647059"
"disheartenments","-64.705882"
"disheartens","-64.705882"
"dishonest","-79.411765"
"disillusion","-29.411765"
"disillusioned","-55.882353"
"disillusioning","-38.235294"
"disillusionment","-50"
"disillusionments","-44.117647"
"disillusions","-47.058824"
"disinclined","-32.352941"
"disjointed","-38.235294"
"dislike","-47.058824"
"disliked","-50"
"dislikes","-50"
"disliking","-38.235294"
"dismal","-88.235294"
"dismay","-52.941176"
"dismayed","-55.882353"
"dismaying","-64.705882"
"dismayingly","-55.882353"
"dismays","-52.941176"
"disorder","-50"
"disorganized","-35.294118"
"disoriented","-44.117647"
"disparage","-58.823529"
"disparaged","-41.176471"
"disparages","-47.058824"
"disparaging","-64.705882"
"displeased","-55.882353"
"dispute","-50"
"disputed","-41.176471"
"disputes","-32.352941"
"disputing","-50"
"disqualified","-52.941176"
"disquiet","-38.235294"
"disregard","-32.352941"
"disregarded","-47.058824"
"disregarding","-26.470588"
"disregards","-41.176471"
"disrespect","-52.941176"
"disrespected","-58.823529"
"disruption","-44.117647"
"disruptions","-41.176471"
"disruptive","-38.235294"
"dissatisfaction","-64.705882"
"dissatisfactions","-55.882353"
"dissatisfactory","-58.823529"
"dissatisfied","-47.058824"
"dissatisfies","-52.941176"
"dissatisfy","-64.705882"
"dissatisfying","-70.588235"
"distort","-38.235294"
"distorted","-50"
"distorting","-32.352941"
"distorts","-41.176471"
"distract","-35.294118"
"distractable","-38.235294"
"distracted","-41.176471"
"distractedly","-26.470588"
"distractibility","-38.235294"
"distractible","-44.117647"
"distracting","-35.294118"
"distractingly","-41.176471"
"distraction","-47.058824"
"distractions","-29.411765"
"distractive","-47.058824"
"distracts","-38.235294"
"distraught","-76.470588"
"distress","-70.588235"
"distressed","-52.941176"
"distresses","-47.058824"
"distressful","-64.705882"
"distressfully","-50"
"distressfulness","-70.588235"
"distressing","-50"
"distressingly","-64.705882"
"distrust","-52.941176"
"distrusted","-70.588235"
"distrustful","-61.764706"
"distrustfully","-52.941176"
"distrustfulness","-47.058824"
"distrusting","-61.764706"
"distrusts","-38.235294"
"disturb","-50"
"disturbance","-47.058824"
"disturbances","-41.176471"
"disturbed","-47.058824"
"disturber","-41.176471"
"disturbers","-61.764706"
"disturbing","-67.647059"
"disturbingly","-67.647059"
"disturbs","-55.882353"
"dithering","-14.705882"
"divination","50"
"divinations","32.352941"
"divinatory","47.058824"
"divine","76.470588"
"divined","23.529412"
"divinely","85.294118"
"diviner","8.823529"
"diviners","35.294118"
"divines","23.529412"
"divinest","79.411765"
"diving","8.823529"
"divining","26.470588"
"divinise","14.705882"
"divinities","52.941176"
"divinity","79.411765"
"divinize","67.647059"
"dizzy","-26.470588"
"doa","-67.647059"
"dodging","-11.764706"
"dodgy","-26.470588"
"dolorous","-64.705882"
"dominance","23.529412"
"dominances","-2.941176"
"dominantly","5.882353"
"dominants","5.882353"
"dominate","-14.705882"
"dominates","5.882353"
"dominating","-35.294118"
"domination","-5.882353"
"dominations","-8.823529"
"dominative","-20.588235"
"dominators","-11.764706"
"dominatrices","-5.882353"
"dominatrix","-14.705882"
"dominatrixes","17.647059"
"doom","-50"
"doomed","-94.117647"
"doomful","-61.764706"
"dooming","-82.352941"
"dooms","-32.352941"
"doomsayer","-20.588235"
"doomsayers","-50"
"doomsaying","-44.117647"
"doomsayings","-44.117647"
"doomsday","-82.352941"
"doomsdayer","-64.705882"
"doomsdays","-70.588235"
"doomster","-64.705882"
"doomsters","-47.058824"
"doomy","-32.352941"
"dork","-41.176471"
"dorkier","-32.352941"
"dorkiest","-35.294118"
"dorks","-14.705882"
"dorky","-32.352941"
"doubt","-44.117647"
"doubtable","-44.117647"
"doubted","-32.352941"
"doubter","-47.058824"
"doubters","-38.235294"
"doubtful","-41.176471"
"doubtfully","-35.294118"
"doubtfulness","-35.294118"
"doubting","-41.176471"
"doubtingly","-41.176471"
"doubtless","26.470588"
"doubtlessly","35.294118"
"doubtlessness","23.529412"
"doubts","-35.294118"
"douche","-44.117647"
"douchebag","-88.235294"
"downcast","-52.941176"
"downhearted","-67.647059"
"downside","-29.411765"
"drag","-26.470588"
"dragged","-5.882353"
"drags","-20.588235"
"drained","-44.117647"
"dread","-58.823529"
"dreaded","-79.411765"
"dreadful","-55.882353"
"dreadfully","-79.411765"
"dreadfulness","-94.117647"
"dreadfuls","-70.588235"
"dreading","-70.588235"
"dreadlock","-11.764706"
"dreadlocks","-5.882353"
"dreadnought","-17.647059"
"dreadnoughts","-11.764706"
"dreads","-41.176471"
"dream","29.411765"
"dreams","50"
"dreary","-41.176471"
"droopy","-23.529412"
"drop","-32.352941"
"drown","-79.411765"
"drowned","-85.294118"
"drowns","-64.705882"
"drunk","-41.176471"
"dubious","-44.117647"
"dud","-29.411765"
"dull","-50"
"dullard","-47.058824"
"dullards","-52.941176"
"dulled","-44.117647"
"duller","-50"
"dullest","-50"
"dulling","-32.352941"
"dullish","-32.352941"
"dullness","-41.176471"
"dullnesses","-55.882353"
"dulls","-29.411765"
"dullsville","-70.588235"
"dully","-32.352941"
"dumb","-67.647059"
"dumbass","-76.470588"
"dumbbell","-23.529412"
"dumbbells","-5.882353"
"dumbcane","-8.823529"
"dumbcanes","-17.647059"
"dumbed","-41.176471"
"dumber","-44.117647"
"dumbest","-67.647059"
"dumbfound","-2.941176"
"dumbfounded","-47.058824"
"dumbfounder","-29.411765"
"dumbfounders","-29.411765"
"dumbfounding","-23.529412"
"dumbfounds","-8.823529"
"dumbhead","-76.470588"
"dumbheads","-55.882353"
"dumbing","-14.705882"
"dumbly","-38.235294"
"dumbness","-55.882353"
"dumbs","-44.117647"
"dumbstruck","-29.411765"
"dumbwaiter","5.882353"
"dumbwaiters","-2.941176"
"dump","-47.058824"
"dumpcart","-17.647059"
"dumped","-50"
"dumper","-35.294118"
"dumpers","-23.529412"
"dumpier","-41.176471"
"dumpiest","-47.058824"
"dumpiness","-35.294118"
"dumping","-38.235294"
"dumpings","-32.352941"
"dumpish","-52.941176"
"dumpling","11.764706"
"dumplings","-8.823529"
"dumps","-50"
"dumpster","-17.647059"
"dumpsters","-29.411765"
"dumpy","-50"
"dupe","-44.117647"
"duped","-52.941176"
"dwell","14.705882"
"dwelled","11.764706"
"dweller","8.823529"
"dwellers","-8.823529"
"dwelling","2.941176"
"dwells","-2.941176"
"dx","-88.235294"
"dynamic","47.058824"
"dynamical","35.294118"
"dynamically","44.117647"
"dynamics","32.352941"
"dynamism","47.058824"
"dynamisms","35.294118"
"dynamist","41.176471"
"dynamistic","44.117647"
"dynamists","26.470588"
"dynamite","20.588235"
"dynamited","-26.470588"
"dynamiter","-35.294118"
"dynamiters","11.764706"
"dynamites","-8.823529"
"dynamitic","26.470588"
"dynamiting","5.882353"
"dynamometer","8.823529"
"dynamometers","8.823529"
"dynamometric","8.823529"
"dynamometry","17.647059"
"dynamos","8.823529"
"dynamotor","17.647059"
"dysfunction","-52.941176"
"eager","44.117647"
"eagerly","47.058824"
"eagerness","50"
"eagers","47.058824"
"earnest","67.647059"
"ease","44.117647"
"eased","35.294118"
"easeful","44.117647"
"easefully","41.176471"
"easel","8.823529"
"easement","47.058824"
"easements","11.764706"
"eases","38.235294"
"easier","52.941176"
"easiest","52.941176"
"easily","41.176471"
"easiness","47.058824"
"easing","29.411765"
"easy","55.882353"
"easygoing","38.235294"
"easygoingness","44.117647"
"ecstacy","97.058824"
"ecstasies","67.647059"
"ecstasy","85.294118"
"ecstatic","67.647059"
"ecstatically","82.352941"
"ecstatics","85.294118"
"eerie","-44.117647"
"eery","-26.470588"
"effective","61.764706"
"effectively","55.882353"
"efficiencies","47.058824"
"efficiency","44.117647"
"efficient","52.941176"
"efficiently","50"
"effin","-67.647059"
"egotism","-41.176471"
"egotisms","-29.411765"
"egotist","-67.647059"
"egotistic","-41.176471"
"egotistical","-26.470588"
"egotistically","-52.941176"
"egotists","-50"
"elated","94.117647"
"elation","44.117647"
"elegance","61.764706"
"elegances","52.941176"
"elegancies","47.058824"
"elegancy","61.764706"
"elegant","61.764706"
"elegantly","55.882353"
"embarrass","-35.294118"
"embarrassable","-47.058824"
"embarrassed","-44.117647"
"embarrassedly","-32.352941"
"embarrasses","-50"
"embarrassing","-47.058824"
"embarrassingly","-50"
"embarrassment","-55.882353"
"embarrassments","-50"
"embittered","-11.764706"
"embrace","38.235294"
"emergency","-47.058824"
"emotional","17.647059"
"empathetic","50"
"emptied","-20.588235"
"emptier","-20.588235"
"emptiers","-20.588235"
"empties","-20.588235"
"emptiest","-52.941176"
"emptily","-29.411765"
"emptiness","-55.882353"
"emptinesses","-44.117647"
"emptins","-8.823529"
"empty","-23.529412"
"emptying","-17.647059"
"enchanted","47.058824"
"encourage","67.647059"
"encouraged","44.117647"
"encouragement","52.941176"
"encouragements","61.764706"
"encourager","44.117647"
"encouragers","44.117647"
"encourages","55.882353"
"encouraging","70.588235"
"encouragingly","58.823529"
"endorse","38.235294"
"endorsed","29.411765"
"endorsement","38.235294"
"endorses","41.176471"
"enemies","-64.705882"
"enemy","-73.529412"
"energetic","55.882353"
"energetically","52.941176"
"energetics","8.823529"
"energies","26.470588"
"energise","64.705882"
"energised","61.764706"
"energises","64.705882"
"energising","55.882353"
"energization","47.058824"
"energizations","44.117647"
"energize","61.764706"
"energized","67.647059"
"energizer","61.764706"
"energizers","50"
"energizes","61.764706"
"energizing","58.823529"
"energy","32.352941"
"engage","41.176471"
"engaged","50"
"engagement","58.823529"
"engagements","17.647059"
"engager","32.352941"
"engagers","29.411765"
"engages","29.411765"
"engaging","41.176471"
"engagingly","44.117647"
"engrossed","17.647059"
"enjoy","64.705882"
"enjoyable","55.882353"
